statute_number,section_title,popular_name,full_text_of_naming_clause,url
77-3901,"Act, how cited.",Uniform State Tax Lien Registration and Enforcement Act,Sections 77-3901 to 77-3908 shall be known and may be cited as the Uniform State Tax Lien Registration and Enforcement Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-3901
77-4001,"Act, how cited.",Tobacco Products Tax Act,Sections 77-4001 to 77-4027 shall be known and may be cited as the Tobacco Products Tax Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-4001
77-4101,"Act, how cited.",Employment and Investment Growth Act,Sections 77-4101 to 77-4112 shall be known and may be cited as the Employment and Investment Growth Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-4101
77-4209,"Act, how cited.",Property Tax Credit Act,Sections 77-4209 to 77-4212 shall be known and may be cited as the Property Tax Credit Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-4209
77-4401,"Good Life Transformational Projects Act, how cited.",Good Life Transformational Projects Act,Sections 77-4401 to 77-4407 shall be known and may be cited as the Good Life Transformational Projects Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-4401
77-4408,"Good Life District Economic Development Act, how cited.",Good Life District Economic Development Act,Sections 77-4408 to 77-4431 shall be known and may be cited as the Good Life District Economic Development Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-4408
77-4901,"Act, how cited.",Quality Jobs Act,Sections 77-4901 to 77-4935 shall be known and may be cited as the Quality Jobs Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-4901
77-5001,"Act, how cited.",Tax Equalization and Review Commission Act,Sections 77-5001 to 77-5031 shall be known and may be cited as the Tax Equalization and Review Commission Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-5001
77-5201,"Act, how cited.",Beginning Farmer Tax Credit Act,Sections 77-5201 to 77-5215 shall be known and may be cited as the Beginning Farmer Tax Credit Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-5201
77-5401,"Act, how cited.",Rural Economic Opportunities Act,Sections 77-5401 to 77-5414 shall be known and may be cited as the Rural Economic Opportunities Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-5401
77-5501,"Act, how cited.",Invest Nebraska Act,Sections 77-5501 to 77-5544 shall be known and may be cited as the Invest Nebraska Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-5501
77-5701,"Act, how cited.",Nebraska Advantage Act,Sections 77-5701 to 77-5735 shall be known and may be cited as the Nebraska Advantage Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-5701
77-5801,"Act, how cited.",Nebraska Advantage Research and Development Act,Sections 77-5801 to 77-5808 shall be known and may be cited as the Nebraska Advantage Research and Development Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-5801
77-5901,"Act, how cited.",Nebraska Advantage Microenterprise Tax Credit Act,Sections 77-5901 to 77-5908 shall be known and may be cited as the Nebraska Advantage Microenterprise Tax Credit Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-5901
77-6101,"Act, how cited.",Long-Term Care Savings Plan Act,Sections 77-6101 to 77-6106 shall be known and may be cited as the Long-Term Care Savings Plan Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-6101
77-6301,"Act, how cited.",Angel Investment Tax Credit Act,Sections 77-6301 to 77-6310 shall be known and may be cited as the Angel Investment Tax Credit Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-6301
77-6401,"Act, how cited.",Qualified Judgment Payment Act,Sections 77-6401 to 77-6406 shall be known and may be cited as the Qualified Judgment Payment Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-6401
77-6501,"Key Employer and Jobs Retention Act, how cited.",Key Employer and Jobs Retention Act,Sections 77-6501 to 77-6523 shall be known and may be cited as the Key Employer and Jobs Retention Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-6501
77-6524,"Defense Efforts Workforce Act, how cited.",Defense Efforts Workforce Act,Sections 77-6524 to 77-6543 shall be known and may be cited as the Defense Efforts Workforce Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-6524
77-6601,"Act, how cited.",Renewable Chemical Production Tax Credit Act,Sections 77-6601 to 77-6611 shall be known and may be cited as the Renewable Chemical Production Tax Credit Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-6601
77-6701,"Act, how cited.",Nebraska Property Tax Incentive Act,Sections 77-6701 to 77-6706 shall be known and may be cited as the Nebraska Property Tax Incentive Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-6701
77-6801,"Act, how cited.",ImagiNE Nebraska Act,Sections 77-6801 to 77-6846 shall be known and may be cited as the ImagiNE Nebraska Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-6801
77-6901,"Act, how cited.",Urban Redevelopment Act,Sections 77-6901 to 77-6928 shall be known and may be cited as the Urban Redevelopment Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-6901
77-7001,"Act, how cited.",Nebraska Higher Blend Tax Credit Act,Sections 77-7001 to 77-7008 shall be known and may be cited as the Nebraska Higher Blend Tax Credit Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-7001
77-7009,"Nebraska Biodiesel Tax Credit Act, how cited.",Nebraska Biodiesel Tax Credit Act,Sections 77-7009 to 77-7016 shall be known and may be cited as the Nebraska Biodiesel Tax Credit Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-7009
77-7017,"Sustainable Aviation Fuel Tax Credit Act, how cited.",Sustainable Aviation Fuel Tax Credit Act,Sections 77-7017 to 77-7022 shall be known and may be cited as the Sustainable Aviation Fuel Tax Credit Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-7017
77-7201,"Act, how cited.",Child Care Tax Credit Act,Sections 77-7201 to 77-7205 shall be known and may be cited as the Child Care Tax Credit Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-7201
77-7301,"Act, how cited.",School District Property Tax Relief Act,Sections 77-7301 to 77-7305 shall be known and may be cited as the School District Property Tax Relief Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=77-7301
"79-10,148","Extraordinary Increase in Special Education Expenditures Act, how cited.",Extraordinary Increase in Special Education Expenditures Act,"Sections 79-10,148 to 79-10,151 shall be known and may be cited as the Extraordinary Increase in Special Education Expenditures Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=79-10,148"
79-1001,"Act, how cited.",Tax Equity and Educational Opportunities Support Act,Sections 79-1001 to 79-1033 shall be known and may be cited as the Tax Equity and Educational Opportunities Support Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-1001
79-1110,"Act, how cited.",Special Education Act,Sections 79-1110 to 79-1167 shall be known and may be cited as the Special Education Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-1110
79-1201,"Act, how cited.",Educational Service Units Act,Sections 79-1201 to 79-1249 shall be known and may be cited as the Educational Service Units Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-1201
79-1312,"Act, how cited.",Nebraska Educational Telecommunications Act,Sections 79-1312 to 79-1322 shall be known and may be cited as the Nebraska Educational Telecommunications Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-1312
79-1801,"Act, how cited.",Nebraska Elementary and Secondary School Finance Authority Act,Sections 79-1801 to 79-1852 shall be known and may be cited as the Nebraska Elementary and Secondary School Finance Authority Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-1801
79-1901,"Act, how cited.","Nebraska Read, Educate","Sections 79-1901 to 79-1904 shall be known and may be cited as the Nebraska Read, Educate, and Develop Youth Act.",https://nebraskalegislature.gov/laws/statutes.php?statute=79-1901
"79-2,114","Act, how cited.",Nebraska Equal Opportunity in Education Act,"Sections 79-2,114 to 79-2,124 shall be known and may be cited as the Nebraska Equal Opportunity in Education Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=79-2,114"
"79-2,125","Act, how cited.",Public Elementary and Secondary Student Fee Authorization Act,"Sections 79-2,125 to 79-2,135 shall be known and may be cited as the Public Elementary and Secondary Student Fee Authorization Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=79-2,125"
"79-2,138","Act, how cited.",Lindsay Ann Burke Act,"Sections 79-2,138 to 79-2,142 shall be known and may be cited as the Lindsay Ann Burke Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=79-2,138"
"79-2,153","Act, how cited.",Student Online Personal Protection Act,"Sections 79-2,153 to 79-2,155 shall be known and may be cited as the Student Online Personal Protection Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=79-2,153"
79-2301,"Act, how cited.",Diploma of High School Equivalency Assistance Act,Sections 79-2301 to 79-2308 shall be known and may be cited as the Diploma of High School Equivalency Assistance Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-2301
79-2401,"Act, how cited.",Superintendent Pay Transparency Act,Sections 79-2401 to 79-2405 shall be known and may be cited as the Superintendent Pay Transparency Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-2401
79-2501,"Act, how cited.",Expanded Learning Opportunity Grant Program Act,Sections 79-2501 to 79-2510 shall be known and may be cited as the Expanded Learning Opportunity Grant Program Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-2501
79-254,"Act, how cited.",Student Discipline Act,Sections 79-254 to 79-294 shall be known and may be cited as the Student Discipline Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-254
79-2601,"Act, how cited.",Nebraska Reading Improvement Act,Sections 79-2601 to 79-2607 shall be known and may be cited as the Nebraska Reading Improvement Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-2601
79-2801,"Act, how cited.",Purple Star Schools Act,Sections 79-2801 to 79-2804 shall be known and may be cited as the Purple Star Schools Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-2801
79-2901,"Act, how cited.",Nebraska Farm-to-School Program Act,Sections 79-2901 to 79-2907 shall be known and may be cited as the Nebraska Farm-to-School Program Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-2901
79-3001,"Act, how cited.",Financial Literacy Act,Sections 79-3001 to 79-3004 shall be known and may be cited as the Financial Literacy Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-3001
79-3101,"Act, how cited.",School Safety and Security Reporting System Act,Sections 79-3101 to 79-3107 shall be known and may be cited as the School Safety and Security Reporting System Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-3101
79-3201,"Act, how cited.",Seizure Safe Schools Act,Sections 79-3201 to 79-3207 shall be known and may be cited as the Seizure Safe Schools Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-3201
79-3301,"Act, how cited.",Computer Science and Technology Education Act,Sections 79-3301 to 79-3307 shall be known and may be cited as the Computer Science and Technology Education Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-3301
79-3401,"Act, how cited.",School District Property Tax Limitation Act,Sections 79-3401 to 79-3408 shall be known and may be cited as the School District Property Tax Limitation Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-3401
79-3601,"Behavioral Intervention Training and Teacher Support Act, how cited.",Behavioral Intervention Training and Teacher Support Act,Sections 79-3601 to 79-3604 shall be known and may be cited as the Behavioral Intervention Training and Teacher Support Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-3601
79-3701,"Act, how cited.",College Pathway Program Act,Sections 79-3701 to 79-3705 shall be known and may be cited as the College Pathway Program Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-3701
79-3801,"Act, how cited.",Stand With Women Act,Sections 79-3801 to 79-3807 shall be known and may be cited as the Stand With Women Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-3801
"79-4,117","Act, how cited.",Learning Community Reorganization Act,"Sections 79-4,117 to 79-4,129 shall be known and may be cited as the Learning Community Reorganization Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=79-4,117"
79-432,"Act, how cited.",Reorganization of School Districts Act,Sections 79-432 to 79-451 shall be known and may be cited as the Reorganization of School Districts Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-432
79-757,"Act, how cited.",Quality Education Accountability Act,Sections 79-757 to 79-762 shall be known and may be cited as the Quality Education Accountability Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-757
79-772,"Act, how cited.",Center for Student Leadership and Expanded Learning Act,Sections 79-772 to 79-775 shall be known and may be cited as the Center for Student Leadership and Expanded Learning Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-772
"79-8,111","Nebraska Teacher Recruitment and Retention Act, how cited.",Nebraska Teacher Recruitment and Retention Act,"Sections 79-8,111 to 79-8,118 shall be known and may be cited as the Nebraska Teacher Recruitment and Retention Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=79-8,111"
"79-8,143","Act, how cited.",Alternative Certification for Quality Teachers Act,01 shall be known and may be cited as the Alternative Certification for Quality Teachers Act.,"https://nebraskalegislature.gov/laws/statutes.php?statute=79-8,143"
"79-8,146","Act, how cited.",Teach in Nebraska Today Act,"Sections 79-8,146 to 79-8,154 shall be known and may be cited as the Teach in Nebraska Today Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=79-8,146"
79-901,"Act, how cited.",School Employees Retirement Act,03 shall be known and may be cited as the School Employees Retirement Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=79-901
79-903,Retirement system; established; purpose.,School Employees Retirement System of the State of Nebraska,"It shall have the powers and privileges of a corporation, insofar as may be necessary to carry out the act, shall be known as the School Employees Retirement System of the State of Nebraska, and by such name shall transact all business as provided in the act.",https://nebraskalegislature.gov/laws/statutes.php?statute=79-903
79-978.01,"Act, how cited.",Class V School Employees Retirement Act,"Sections 79-978 to 79-9,124 shall be known and may be cited as the Class V School Employees Retirement Act.",https://nebraskalegislature.gov/laws/statutes.php?statute=79-978.01
80-301.01,"Act, how cited.",Nebraska Veterans Services Act,01 to 80-337 shall be known and may be cited as the Nebraska Veterans Services Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=80-301.01
"81-1,109","State Acceptance of Gifts Act, how cited.",State Acceptance of Gifts Act,"Sections 81-1,109 to 81-1,115 shall be known and may be cited as the State Acceptance of Gifts Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-1,109"
81-1117,"Information management services administrator; powers, duties, and responsibilities; enumerated; restrictions on agency acquisitions; Information Management Revolving Fund; created; use; investment.",Information Management Revolving Fund,The charges received by the department for information management services shall be credited to a fund hereby created which shall be known as the Information Management Revolving Fund.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-1117
81-1183,"Act, how cited.",State Government Recycling Management Act,Sections 81-1183 to 81-1189 shall be known and may be cited as the State Government Recycling Management Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-1183
"81-12,106","Act, how cited.",Nebraska Innovation Hub Act,"Sections 81-12,106 to 81-12,115 shall be known and may be cited as the Nebraska Innovation Hub Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-12,106"
"81-12,129","Act, how cited.",Nebraska Operational Assistance Act,"Sections 81-12,129 to 81-12,135 shall be known and may be cited as the Nebraska Operational Assistance Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-12,129"
"81-12,144","Act, how cited.",Site and Building Development Act,"Sections 81-12,144 to 81-12,151 shall be known and may be cited as the Site and Building Development Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-12,144"
"81-12,152","Act, how cited.",Business Innovation Act,"Sections 81-12,152 to 81-12,166 shall be known and may be cited as the Business Innovation Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-12,152"
"81-12,168","Act, how cited.",Nebraska Transformational Projects Act,"Sections 81-12,168 to 81-12,194 shall be known and may be cited as the Nebraska Transformational Projects Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-12,168"
"81-12,195","Act, how cited.",Nebraska Rural Projects Act,"Sections 81-12,195 to 81-12,218 shall be known and may be cited as the Nebraska Rural Projects Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-12,195"
"81-12,219","Act, how cited.",Shovel-Ready Capital Recovery and Investment Act,"Sections 81-12,219 to 81-12,226 shall be known and may be cited as the Shovel-Ready Capital Recovery and Investment Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-12,219"
"81-12,227","Act, how cited.",Small Business Stabilization Grant Program Act,"Sections 81-12,227 to 81-12,231 shall be known and may be cited as the Small Business Stabilization Grant Program Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-12,227"
"81-12,238","Act, how cited.",Economic Recovery Act,"Sections 81-12,238 to 81-12,243 shall be known and may be cited as the Economic Recovery Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-12,238"
81-1226,"Act, how cited.",Rural Workforce Housing Investment Act,Sections 81-1226 to 81-1234 shall be known and may be cited as the Rural Workforce Housing Investment Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-1226
81-1235,"Act, how cited.",Middle Income Workforce Housing Investment Act,Sections 81-1235 to 81-1243 shall be known and may be cited as the Middle Income Workforce Housing Investment Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-1235
81-1272,"Act, how cited.",Business Development Partnership Act,Sections 81-1272 to 81-1277 shall be known and may be cited as the Business Development Partnership Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-1272
81-1369,"Act, how cited.",State Employees Collective Bargaining Act,Sections 81-1369 to 81-1388 shall be known and may be cited as the State Employees Collective Bargaining Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-1369
81-1458,"Act, how cited.",Law Enforcement Attraction and Retention Act,Sections 81-1458 to 81-1465 shall be known and may be cited as the Law Enforcement Attraction and Retention Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-1458
"81-15,117","Petroleum Products and Hazardous Substances Storage and Handling Act, how cited.",Petroleum Products and Hazardous Substances Storage and Handling Act,"Sections 81-15,117 to 81-15,127 shall be known and may be cited as the Petroleum Products and Hazardous Substances Storage and Handling Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-15,117"
"81-15,128","Wastewater Treatment Operator Certification Act, how cited.",Wastewater Treatment Operator Certification Act,"Sections 81-15,128 to 81-15,143 shall be known and may be cited as the Wastewater Treatment Operator Certification Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-15,128"
"81-15,147","Wastewater Treatment Facilities Construction Assistance Act, how cited.",Wastewater Treatment Facilities Construction Assistance Act,"Sections 81-15,147 to 81-15,157 shall be known and may be cited as the Wastewater Treatment Facilities Construction Assistance Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-15,147"
"81-15,158.01","Waste Reduction and Recycling Incentive Act, how cited.",Waste Reduction and Recycling Incentive Act,"01 to 81-15,165 shall be known and may be cited as the Waste Reduction and Recycling Incentive Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-15,158.01"
"81-15,167","Nebraska Environmental Trust Act, how cited.",Nebraska Environmental Trust Act,"Sections 81-15,167 to 81-15,176 shall be known and may be cited as the Nebraska Environmental Trust Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-15,167"
"81-15,181","Remedial Action Plan Monitoring Act, how cited.",Remedial Action Plan Monitoring Act,"Sections 81-15,181 to 81-15,188 shall be known and may be cited as the Remedial Action Plan Monitoring Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-15,181"
"81-15,191","Nebraska Emergency Planning and Community Right to Know Act, how cited.",Nebraska Emergency Planning and Community Right to Know Act,"Sections 81-15,191 to 81-15,235 shall be known and may be cited as the Nebraska Emergency Planning and Community Right to Know Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-15,191"
"81-15,236","Private Onsite Wastewater Treatment System Contractors Certification and System Registration Act, how cited.",Private Onsite Wastewater Treatment System Contractors Certification and System Registration Act,"Sections 81-15,236 to 81-15,253 shall be known and may be cited as the Private Onsite Wastewater Treatment System Contractors Certification and System Registration Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-15,236"
"81-15,261","Environmental Safety Act, how cited.",Environmental Safety Act,"Sections 81-15,261 to 81-15,292 shall be known and may be cited as the Environmental Safety Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-15,261"
"81-15,278","Uniform Standard Code for Mobile Home Parks, how cited.",Uniform Standard Code for Mobile Home Parks,"Sections 81-15,278 to 81-15,291 shall be known and may be cited as the Uniform Standard Code for Mobile Home Parks.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-15,278"
"81-15,301","Nebraska Environmental Response Act, how cited.",Nebraska Environmental Response Act,"Sections 81-15,301 to 81-15,311 shall be known and may be cited as the Nebraska Environmental Response Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-15,301"
"81-15,314","Safe Battery Collection and Recycling Act, how cited.",Safe Battery Collection and Recycling Act,"Sections 81-15,314 to 81-15,330 shall be known and may be cited as the Safe Battery Collection and Recycling Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-15,314"
81-1532,"Environmental Protection Act, how cited.",Environmental Protection Act,Sections 81-1501 to 81-1532 shall be known and may be cited as the Environmental Protection Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-1532
81-1534,"Nebraska Litter Reduction and Recycling Act, how cited.",Nebraska Litter Reduction and Recycling Act,Sections 81-1534 to 81-1566 shall be known and may be cited as the Nebraska Litter Reduction and Recycling Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-1534
81-1578,"Low-Level Radioactive Waste Disposal Act, how cited.",Low-Level Radioactive Waste Disposal Act,"Sections 81-1578 to 81-15,116 shall be known and may be cited as the Low-Level Radioactive Waste Disposal Act.",https://nebraskalegislature.gov/laws/statutes.php?statute=81-1578
81-1702,"Act, how cited.",Nebraska Consultants' Competitive Negotiation Act,Sections 81-1701 to 81-1721 shall be known and may be cited as the Nebraska Consultants' Competitive Negotiation Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-1702
81-1841,"Act, how cited.",Nebraska Crime Victim's Reparations Act,Sections 81-1801 to 81-1842 shall be known and may be cited as the Nebraska Crime Victim's Reparations Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-1841
81-190,"Act, how cited.",Deferred Building Renewal Act,Sections 81-173 to 81-190 shall be known and may be cited as the Deferred Building Renewal Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-190
81-1901,"Act, how cited.",Licensing of Truth and Deception Examiners Act,Sections 81-1901 to 81-1936 shall be known and may be cited as the Licensing of Truth and Deception Examiners Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-1901
"81-2,147","Law, how cited.",Nebraska Seed Law,12 shall be known and cited as the Nebraska Seed Law.,"https://nebraskalegislature.gov/laws/statutes.php?statute=81-2,147"
"81-2,162.22","Act, how cited.",Nebraska Commercial Fertilizer and Soil Conditioner Act,28 shall be known and may be cited as the Nebraska Commercial Fertilizer and Soil Conditioner Act.,"https://nebraskalegislature.gov/laws/statutes.php?statute=81-2,162.22"
"81-2,165.01","Act, how cited.",Nebraska Apiary Act,"Sections 81-2,165 to 81-2,180 shall be known and may be cited as the Nebraska Apiary Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-2,165.01"
"81-2,239",Nebraska Pure Food Act; provisions included; how cited.,Nebraska Pure Food Act,"01 and 81-2,259, shall be known and may be cited as the Nebraska Pure Food Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-2,239"
81-2014.01,"Act, how cited.",Nebraska State Patrol Retirement Act,Sections 81-2014 to 81-2041 shall be known and may be cited as the Nebraska State Patrol Retirement Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-2014.01
81-2101,"Act, how cited.",State Electrical Act,Sections 81-2101 to 81-2144 shall be known and may be cited as the State Electrical Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-2101
81-2201,"Act, how cited.",Nebraska Community Aging Services Act,Sections 81-2201 to 81-2227 shall be known and may be cited as the Nebraska Community Aging Services Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-2201
81-2237,"Act, how cited.",Long-Term Care Ombudsman Act,Sections 81-2237 to 81-2264 shall be known and may be cited as the Long-Term Care Ombudsman Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-2237
81-2273,"Act, how cited.",Nebraska Senior Volunteer Program Act,Sections 81-2273 to 81-2283 shall be known and may be cited as the Nebraska Senior Volunteer Program Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-2273
81-2401,"Act, how cited.",Prompt Payment Act,Sections 81-2401 to 81-2408 shall be known and may be cited as the Prompt Payment Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-2401
81-2701,"Act, how cited.",State Government Effectiveness Act,Sections 81-2701 to 81-2711 shall be known and may be cited as the State Government Effectiveness Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-2701
81-3110,"Act, how cited.",Health and Human Services Act,03 shall be known and may be cited as the Health and Human Services Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-3110
81-3401,"Act, how cited.",Engineers and Architects Regulation Act,Sections 81-3401 to 81-3455 shall be known and may be cited as the Engineers and Architects Regulation Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-3401
81-3501,"Act, how cited.",Geologists Regulation Act,Sections 81-3501 to 81-3550 shall be known and may be cited as the Geologists Regulation Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-3501
81-3701,"Act, how cited.",Nebraska Visitors Development Act,Sections 81-3701 to 81-3730 shall be known and may be cited as the Nebraska Visitors Development Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-3701
"81-5,115","Act, how cited.",Arson Reporting Immunity Act,"Sections 81-5,115 to 81-5,131 shall be known and may be cited as the Arson Reporting Immunity Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-5,115"
"81-5,165","Act, how cited.",Boiler Inspection Act,"Sections 81-5,165 to 81-5,189 shall be known and may be cited as the Boiler Inspection Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-5,165"
"81-5,173",State Fire Marshal; adopt rules and regulations; adopt schedule of fees; incorporation of codes.,Boiler Safety Code,"A copy of all rules and regulations adopted and promulgated under the Boiler Inspection Act, including copies of all codes incorporated by reference, shall be kept on file in the office of the State Fire Marshal and shall be known as the Boiler Safety Code.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-5,173"
"81-5,190","Act, how cited.",Nebraska Amusement Ride Act,"Sections 81-5,190 to 81-5,209 shall be known and may be cited as the Nebraska Amusement Ride Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-5,190"
"81-5,210","Act, how cited.",Conveyance Safety Act,"Sections 81-5,210 to 81-5,243 shall be known and may be cited as the Conveyance Safety Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-5,210"
81-552,"Act, how cited.",Nebraska Natural Gas Pipeline Safety Act of 1969,Sections 81-542 to 81-550 may be cited as the Nebraska Natural Gas Pipeline Safety Act of 1969.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-552
"81-6,111","Act, how cited.",Outpatient Surgical Procedures Data Act,"Sections 81-6,111 to 81-6,119 shall be known and may be cited as the Outpatient Surgical Procedures Data Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-6,111"
"81-6,123","Population Health Information Act; act, how cited.",Population Health Information Act,"Sections 81-6,123 to 81-6,126 shall be known and may be cited as the Population Health Information Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-6,123"
81-653,"Act, how cited; brain injury registry; legislative intent.",Brain Injury Registry Act,(1) Sections 81-653 to 81-662 shall be known and may be cited as the Brain Injury Registry Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=81-653
81-697,"Act, how cited.",Parkinson's Disease Registry Act,"Sections 81-697 to 81-6,110 shall be known and may be cited as the Parkinson's Disease Registry Act.",https://nebraskalegislature.gov/laws/statutes.php?statute=81-697
"81-8,108.01","Land Surveyors Regulation Act; act, how cited.",Land Surveyors Regulation Act,"Sections 81-8,108 to 81-8,127 shall be known and may be cited as the Land Surveyors Regulation Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=81-8,108.01"
